bank,addr,name,comment
3,B593,battle_check,Battle entry guard: search index group for $94 match
3,B56D,encounter_nav,Navigate encounter index groups: advance pointer by $82 groups
3,8460,formation_table,Enemy formation table (12 x 10B: count + IDs + $FF padding)
3,84E5,battle_grids,Battle grid layouts (~29 x 10B: header + 3x3 cell placement)
3,8606,enemy_stats,Enemy stat table (HP/ATK/DEF/SPD per unit type)
3,8019,encounter_index,Encounter index groups (per chapter/area 3-byte match records)
3,A02A,attack_type1_setup,Attack type 1 params: flag=$04 anim=$0D display=$14 target=5 crit=2
3,A047,attack_type2_setup,Attack type 2 params: flag=$02 anim=$04 display=$13 target=4 crit=4
3,A553,spell_setup,Spell setup: check MP ($CB16) + target resolve ($CB83) + effect
3,A74A,attack_execute,Attack execution: check target flags + hit check + animation + result
3,B8B0,effectiveness_apply,Apply effectiveness: lookup $8A26/$8A43 table -> palette change $04A1
3,8A26,effectiveness_base,Base effectiveness table (29 entries: palette group + tile per matchup)
3,8A43,effectiveness_enhanced,Enhanced effectiveness table (29 entries: $05CA set = stronger)
7,C0C4,damage_dispatch,Damage dispatch: check defense $0555 then animate by type X (0-$0C)
7,CC43,hit_check,Hit/miss check: command type + target flags + RNG $CE8D
7,CE8D,damage_rng,Damage RNG: frame counter loop + $0040 table lookup + variance
7,C185,anim_basic_attack,Basic attack animation: sound $15 + spawn entity $27
7,C1A5,anim_spell_attack,Spell attack animation: sound $17 + spawn entity $28
7,C1B2,anim_magic_attack,Magic attack animation: sound $0F + spawn entity $82
7,CA04,battle_find_alive,Find first alive party member: scan $054D slots 6..0 for != $FF
7,CA16,battle_find_target,Find targetable enemy: scan $054D for range $19-$1B
7,CA30,battle_cmd_menu,Command menu: formation bitmask from $8C50/$8C56 -> available commands
7,CA62,battle_hp_lookup,Battle HP lookup from $8C10 stat table (30 levels)
7,CA9A,battle_mp_lookup,Battle MP lookup from $8C10+1 stat table (BCD result to $8C-$8E)
7,CAE1,battle_reward_accum,Reward accumulator: add gold/XP pair to $05C0/$05C1
3,8C10,battle_stat_table,Battle stat progression (30 x 2B: HP and MP per level 20-255)
3,8C50,cmd_bitmask_table,Command availability bitmask per formation type (6 bytes)
3,8CA1,enemy_difficulty,Enemy difficulty modifier (8 entries: subtracted from player level for stat lookup)
3,B5AB,battle_party_init,Encounter party setup/initialization
3,B805,battle_action_order,Compute action order (party vs enemy priority)
3,B826,battle_round_exec,Execute round: resolve party and enemy actions
3,91C3,battle_state_reset,Reset battle state for cleanup
3,947F,battle_finalize,Finalize battle screen/display
7,C6FD,battle_stat_proc,Party stat processing mode 0 (normal update)
7,C703,battle_stat_proc_1,Party stat processing mode 1 (battle update)
7,C295,battle_ui_helper,Battle UI/display helper in fixed bank
4,A07B,entity_hitbox_tbl,Entity hitbox/collision table (32 entries ptr16 -> $A32F+)
4,A32F,entity_hitbox_data,Hitbox definitions: count + N*(Y-off X-off W H) per entity type
4,A0BB,entity_comp_subtables,Per-sub-state sprite composition pointer sub-tables
4,AC00,entity_sprite_comp,Per-frame sprite OAM data: count + N*(Y-off attr tile X-off)
4,89A7,entity_sprite_render,Entity sprite composition renderer: frame -> OAM shadow buffer $0200
6,BB1F,chapter_warp_data,Chapter warp init: 50 x 7B records (addr + 5 chapter values) $FF-terminated
6,B239,w_prefix_retry,W+digit retry handler: after 4 attempts ($0C>=3) call chapter_warp with $87=0 (min items)
6,B7E6,password_verify,Password format check: W + chapter digit + 6 encoded chars (returns $01=valid prefix $80=invalid)
6,BC7D,chapter_warp_sentinel,$FF sentinel marking end of warp data
6,BCA6,ending_state_dispatch,Ending state machine dispatch via indexed_jmp (11 states)
6,BCC1,ending_state_1,Credits music $63 + screen setup type 0
6,BCDB,ending_state_3,Scene transition + character animation + jingle $49
6,BCFF,ending_state_4,Character sprite render + credits music $64
6,BD30,ending_state_5,Story event music $68 + scroll wait
6,BD8E,ending_char_render,Character sprite composition for ending scenes
6,BDD5,ending_char_anim,Character walk animation for ending
6,BDE6,ending_screen_transition,Screen transition effect (A=type 0-8)
6,BE19,ending_scroll_wait,Scroll/wait loop for scene transitions
6,BE3E,ending_state_10,Final 180-frame delay then start credits scroll
6,BE53,ending_credits_scroll,Credits scroll loop: 1px/4frames text from ($0E) $FF-terminated
6,BE8A,ending_bank_setup,Bank/CHR mode 0 setup for credits
6,BF30,ending_load_text,Load next credits text line
6,BF51,ending_process_entry,Process single credit entry from ($0E)
6,BFE5,ending_screen_setup,Full screen setup (A=type 0/1/2)
6,BFDA,ending_render_page,Render current display page ($82=page number)
5,80AD,entity_extended_check,Extended entity type processing (sets $71 flag for boss types)
5,893F,entity_std_ai,Standard entity AI handler (patrol/pursue/attack cycle)
5,8EB8,entity_hit_blink,Hit blink handler (timer countdown + visibility toggle then death check)
5,8ECB,entity_move_step,Movement step counter (9 steps then grid reposition)
5,8D45,entity_contact_damage,Contact damage handler (proximity check + player_damage)
5,8DA4,entity_timed_anim,Timed animation entity (frame-rate blink + death check)
5,8DCE,entity_spawner,Enemy spawner (timer -> spawn via $F0BE based on $0607)
5,8E80,entity_timed_emitter,Timed spawner/emitter (random delay from $E0 table)
5,990D,entity_aggro_ai,Aggressive pursuit enemy AI ($A874 aggro + $A64C movement)
5,9A81,entity_boss_timer,Boss timer handler (90 frame countdown + phase transitions)
5,9C7F,entity_npc_companion,NPC/companion handler (12-frame delay + readiness check + interaction)
5,950A,entity_grid_calc,Entity grid position calculation
5,994D,entity_ready_check,Entity readiness/movement check
5,992E,entity_ai_init,Entity AI movement initialization ($0701/$0704 setup)
5,95F0,entity_boss_minion,Boss minion AI (pursuit via $9001)
5,9F2B,entity_final_boss,Final boss handler ($90E7 AI + $26 invuln timer + $B0F2 attack)
5,B612,entity_tile_anim,Tile animation entity (timer -> PPU tile writes)
5,B748,entity_tile_cycle,Animated tile cycle ($20/$26 tile toggle)
5,B7F2,entity_scripted_npc,Scripted NPC (fixed position + cutscene states)
5,B98F,entity_spell_effect,Spell/magic effect entity (checks $0338 flag)
3,9524,inv_slot_indexer,16-byte indexer (4 groups x 4 entries) mapping (group*4 + RNG&3) to slot 0-7 in inv_slot_table
3,9534,inv_slot_table,8 records x 4B (addr_lo addr_hi=$03 max_value slot_idx). Inventory variable + cap for pickup handler
3,94B0,inv_pickup_handler,Item pickup/reward: RNG-select slot from $9524 -> $9534 lookup -> INC variable if <max -> mirror to $0515+X if slot>=6
0,B3A0,screen_text_streams,32 text-layout command streams for status/results/info screens ($2F-terminated)
0,BBA1,screen_data_index,32 x 2B index table (byte0=page/flags byte1=lo offset) -> stream addr in $B3A0-$BAFF
0,B0D9,screen_stream_interp,Layout stream interpreter: $2E=row $2F=end $30-$49=A-Z $80-$8F=dynamic insert $8B+=raw tile
0,B241,screen_value_insert,Dynamic value insert handler ($80-$8F): A&$0F -> inline jump table at $B24C, inserts game state into screen text
2,AA1D,script_vm_loop,Script VM main loop: fetch opcode from ($CE) -> jump table $AC9D -> dispatch. Drives dialogue/shop/password/events
2,AC9D,script_vm_optable,Script VM opcode jump table (14 x ptr16). op5=store op9=compare/branch op11=numeric input
2,ACBD,script_vm_read_operands,Read X operand bytes from script ($CE),Y into scratch $04D0+ then advance $CE
2,ACE6,script_vm_resolve_addr,Resolve operand to target addr: hi3 bits -> $ACF8 base table, lo5 -> offset
2,ACF8,script_vm_addrbases,Address-space base table (8 x ptr16): $00A0 $0300 $0320 $0080 $0480 $03E0. $0300=item/game state
2,AB06,script_vm_op_branch,Op9: compare game var to immediate, 3-way branch (<,=,>) with optional write-back (gold/price/inventory checks)
2,AB84,script_vm_op_numinput,Op11: numeric input - shop buy-quantity digit entry via $C2 buttons
2,AA78,script_vm_op_store,Op5: store byte to resolved game-state addr (item delivery / flag set)
2,AA08,script_vm_run,Script VM bootstrap (bank 2 jtable entry 9 / $8012): runs script at $CE/$CF
2,B800,script_data,VM script bytecode region ($B800-$BFFF): 37 story/cutscene event scripts (NOT shops)
1,810D,script_driver,Bank 1 VM driver: select script via $82 (master $8B32) + $04E1, set $CE/$CF, dispatch bank2 entry 9
1,8B32,script_master_table,Master script-table pointers (5 screen types) -> sub-tables $9046/$9058/$9066/$9078/$9088
1,9046,script_subtable_t0,Type-0 script pointer sub-table (entry points into bank 2 $B800+)
1,94ED,shop_pointer_table,Shop-pointer table: 8 shops x ptr16 indexed by shop id $04E1 -> shop data
1,94FD,shop_data,Shop inventory: 8 shops x 4 slots x [code price] (byte0=item code byte1=price)
1,8680,shop_inv_read,Read shop/cmd 2-byte record via ($0C/$0D),Y -> $04D5 (code) $04D6 (price); slot=$04D8*2
1,A5A0,shop_price_total,Shop total = price x quantity (qty table $A3CB,X) -> $04D2
1,A33B,shop_haggle,Shop haggle/price adjustment (BCD math on gold $89 + price)
1,8A71,shop_magic_price,Magic-shop chapter-scaled price ($0540,Y x chapter via $8B89)
1,A736,gold_spend,Animated gold change (carry=spend) -> $EBDD; single gold-spend chokepoint
